1433250656 0 0 0 0 0 0 0 0 0 0 1 0 0
1433250697 0 0 0 0 0 0 0 0 0 0 2 0 0
1436864976 0 0 0 0 0 0 1 0 0 0 2 0 0
1436865312 0 0 0 0 0 0 2 0 0 0 2 0 0
1436942381 0 0 0 0 0 0 3 0 0 0 2 0 0
1436942432 0 0 0 0 0 0 4 0 0 0 2 0 0
1436942856 0 0 0 0 0 0 5 0 0 0 2 0 0
1438743172 0 1 0 0 0 0 5 0 0 0 2 0 0
1438843136 0 2 0 0 0 0 5 0 0 0 2 0 0
1441207004 1 2 0 0 0 0 5 0 0 0 2 0 0
1441270161 2 2 0 0 0 0 5 0 0 0 2 0 0
1441270992 3 2 0 0 0 0 5 0 0 0 2 0 0
1441274126 4 2 0 0 0 0 5 0 0 0 2 0 0
1441274792 5 2 0 0 0 0 5 0 0 0 2 0 0
1442217160 6 2 0 0 0 0 5 0 0 0 2 0 0
1442217231 7 2 0 0 0 0 5 0 0 0 2 0 0
1442553605 7 3 0 0 0 0 5 0 0 0 2 0 0
1442553686 7 4 0 0 0 0 5 0 0 0 2 0 0
1444285706 7 5 0 0 0 0 5 0 0 0 2 0 0
1444729211 7 6 0 0 0 0 5 0 0 0 2 0 0
1444729219 7 7 0 0 0 0 5 0 0 0 2 0 0
1444729285 7 8 0 0 0 0 5 0 0 0 2 0 0
1445061177 8 8 0 0 0 0 5 0 0 0 2 0 0
1445245025 8 9 0 0 0 0 5 0 0 0 2 0 0
1445245127 8 10 0 0 0 0 5 0 0 0 2 0 0
1445245134 8 11 0 0 0 0 5 0 0 0 2 0 0
1445245209 8 12 0 0 0 0 5 0 0 0 2 0 0
1445325086 8 13 0 0 0 0 5 0 0 0 2 0 0
1445325092 8 14 0 0 0 0 5 0 0 0 2 0 0
1445325123 8 15 0 0 0 0 5 0 0 0 2 0 0
1445399213 8 16 0 0 0 0 5 0 0 0 2 0 0
1445399235 8 17 0 0 0 0 5 0 0 0 2 0 0
1445413364 9 17 0 0 0 0 5 0 0 0 2 0 0
1445506270 9 18 0 0 0 0 5 0 0 0 2 0 0
1445566646 9 19 0 0 0 0 5 0 0 0 2 0 0
1445924462 10 19 0 0 0 0 5 0 0 0 2 0 0
1445924688 11 19 0 0 0 0 5 0 0 0 2 0 0
1446033425 11 20 0 0 0 0 5 0 0 0 2 0 0
1446188982 12 20 0 0 0 0 5 0 0 0 2 0 0
1446189207 13 20 0 0 0 0 5 0 0 0 2 0 0
1446263883 13 21 0 0 0 0 5 0 0 0 2 0 0
1446263891 13 22 0 0 0 0 5 0 0 0 2 0 0
1446265541 13 23 0 0 0 0 5 0 0 0 2 0 0
1446265548 13 24 0 0 0 0 5 0 0 0 2 0 0
1446272026 13 25 0 0 0 0 5 0 0 0 2 0 0
1446272037 13 26 0 0 0 0 5 0 0 0 2 0 0
1447749015 13 27 0 0 0 0 5 0 0 0 2 0 0
1447749027 13 28 0 0 0 0 5 0 0 0 2 0 0
1449574693 13 29 0 0 0 0 5 0 0 0 2 0 0
1450840322 13 29 0 0 0 0 5 0 1 0 2 0 0
1450840618 13 29 0 0 0 0 5 0 2 0 2 0 0
1450943844 13 29 0 0 0 1 5 0 2 0 2 0 0
1450943854 13 29 0 0 0 2 5 0 2 0 2 0 0
1451901264 13 29 0 0 0 3 5 0 2 0 2 0 0
1451901277 13 29 0 0 0 4 5 0 2 0 2 0 0
1453884007 14 29 0 0 0 4 5 0 2 0 2 0 0
1453902031 15 29 0 0 0 4 5 0 2 0 2 0 0
1454041437 16 29 0 0 0 4 5 0 2 0 2 0 0
1454397141 17 29 0 0 0 4 5 0 2 0 2 0 0
1454403820 18 29 0 0 0 4 5 0 2 0 2 0 0
1454403939 19 29 0 0 0 4 5 0 2 0 2 0 0
1456634497 20 29 0 0 0 4 5 0 2 0 2 0 0
1456746924 21 29 0 0 0 4 5 0 2 0 2 0 0
1456977676 22 29 0 0 0 4 5 0 2 0 2 0 0
1456977896 23 29 0 0 0 4 5 0 2 0 2 0 0
1457073699 24 29 0 0 0 4 5 0 2 0 2 0 0
1457073894 25 29 0 0 0 4 5 0 2 0 2 0 0
1457073950 26 29 0 0 0 4 5 0 2 0 2 0 0
1459090604 27 29 0 0 0 4 5 0 2 0 2 0 0
1459781476 28 29 0 0 0 4 5 0 2 0 2 0 0
1459835067 29 29 0 0 0 4 5 0 2 0 2 0 0
1459933783 30 29 0 0 0 4 5 0 2 0 2 0 0
1460100090 31 29 0 0 0 4 5 0 2 0 2 0 0
1460101019 32 29 0 0 0 4 5 0 2 0 2 0 0
1460368677 33 29 0 0 0 4 5 0 2 0 2 0 0
1460373984 34 29 0 0 0 4 5 0 2 0 2 0 0
1460375686 35 29 0 0 0 4 5 0 2 0 2 0 0
1460428144 36 29 0 0 0 4 5 0 2 0 2 0 0
1460446975 37 29 0 0 0 4 5 0 2 0 2 0 0
1460961752 37 29 0 0 0 5 5 0 2 0 2 0 0
1460961786 37 29 0 0 0 6 5 0 2 0 2 0 0
1461219574 37 29 0 0 0 7 5 0 2 0 2 0 0
1461302177 38 29 0 0 0 7 5 0 2 0 2 0 0
1461552107 39 29 0 0 0 7 5 0 2 0 2 0 0
1461651205 40 29 0 0 0 7 5 0 2 0 2 0 0
1461651254 41 29 0 0 0 7 5 0 2 0 2 0 0
1461847709 42 29 0 0 0 7 5 0 2 0 2 0 0
1462433051 43 29 0 0 0 7 5 0 2 0 2 0 0
1463057723 44 29 0 0 0 7 5 0 2 0 2 0 0
1463058509 45 29 0 0 0 7 5 0 2 0 2 0 0
1467482478 45 29 0 0 0 7 5 0 2 0 2 0 1
1467688994 45 29 0 0 1 7 5 0 2 0 2 0 1
1467689268 46 29 0 0 1 7 5 0 2 0 2 0 1
1469513566 47 29 0 0 1 7 5 0 2 0 2 0 1
1469693913 48 29 0 0 1 7 5 0 2 0 2 0 1
1470140255 49 29 0 0 1 7 5 0 2 0 2 0 1
1472202701 50 29 0 0 1 7 5 0 2 0 2 0 1
1473391599 51 29 0 0 1 7 5 0 2 0 2 0 1
1473391704 52 29 0 0 1 7 5 0 2 0 2 0 1
1473489938 53 29 0 0 1 7 5 0 2 0 2 0 1
1476255037 54 29 0 0 1 7 5 0 2 0 2 0 1
1476264832 55 29 0 0 1 7 5 0 2 0 2 0 1
1477545589 55 29 0 0 1 8 5 0 2 0 2 0 1
1477545604 55 29 0 0 1 9 5 0 2 0 2 0 1
1478860395 56 29 0 0 1 9 5 0 2 0 2 0 1
1481200201 57 29 0 0 1 9 5 0 2 0 2 0 1
1482841268 58 29 0 0 1 9 5 0 2 0 2 0 1
1482841558 59 29 0 0 1 9 5 0 2 0 2 0 1
1483084431 60 29 0 0 1 9 5 0 2 0 2 0 1
1483531300 61 29 0 0 1 9 5 0 2 0 2 0 1
1484031466 62 29 0 0 1 9 5 0 2 0 2 0 1
1485245275 63 29 0 0 1 9 5 0 2 0 2 0 1
1486637731 64 29 0 0 1 9 5 0 2 0 2 0 1
1487148038 65 29 0 0 1 9 5 0 2 0 2 0 1
1487318293 66 29 0 0 1 9 5 0 2 0 2 0 1
1488193224 67 29 0 0 1 9 5 0 2 0 2 0 1
1489046724 68 29 0 0 1 9 5 0 2 0 2 0 1
1489474722 69 29 0 0 1 9 5 0 2 0 2 0 1
1490010201 70 29 0 0 1 9 5 0 2 0 2 0 1
1490187908 71 29 0 0 1 9 5 0 2 0 2 0 1
1490188490 72 29 0 0 1 9 5 0 2 0 2 0 1
1490522323 73 29 0 0 1 9 5 0 2 0 2 0 1
1490787498 74 29 0 0 1 9 5 0 2 0 2 0 1
1490787578 75 29 0 0 1 9 5 0 2 0 2 0 1
1490794228 76 29 0 0 1 9 5 0 2 0 2 0 1
1491563236 77 29 0 0 1 9 5 0 2 0 2 0 1
1492572191 78 29 0 0 1 9 5 0 2 0 2 0 1
1493867757 78 29 0 0 1 9 5 0 2 1 2 0 1
1493867773 78 29 0 0 1 9 5 0 2 2 2 0 1
1493948169 78 29 0 0 2 9 5 0 2 2 2 0 1
1493948770 79 29 0 0 2 9 5 0 2 2 2 0 1
1493951552 80 29 0 0 2 9 5 0 2 2 2 0 1
1493951615 81 29 0 0 2 9 5 0 2 2 2 0 1
1495798589 82 29 0 0 2 9 5 0 2 2 2 0 1
1501556160 83 29 0 0 2 9 5 0 2 2 2 0 1
1506046613 84 29 0 0 2 9 5 0 2 2 2 0 1
1506076986 85 29 0 0 2 9 5 0 2 2 2 0 1
1507865917 85 29 0 0 2 9 5 1 2 2 2 0 1
1507874563 85 29 0 0 2 9 5 2 2 2 2 0 1
1507881734 85 29 0 0 2 9 5 3 2 2 2 0 1
1508141606 85 29 0 0 2 9 5 4 2 2 2 0 1
1508207780 85 29 0 0 3 9 5 4 2 2 2 0 1
1508208119 86 29 0 0 3 9 5 4 2 2 2 0 1
1508317679 87 29 0 0 3 9 5 4 2 2 2 0 1
1509011150 88 29 0 0 3 9 5 4 2 2 2 0 1
1509011288 89 29 0 0 3 9 5 4 2 2 2 0 1
1510629539 90 29 0 0 3 9 5 4 2 2 2 0 1
1510629619 91 29 0 0 3 9 5 4 2 2 2 0 1
1510716933 92 29 0 0 3 9 5 4 2 2 2 0 1
1510717665 93 29 0 0 3 9 5 4 2 2 2 0 1
1510717688 94 29 0 0 3 9 5 4 2 2 2 0 1
1510752998 95 29 0 0 3 9 5 4 2 2 2 0 1
1510753423 96 29 0 0 3 9 5 4 2 2 2 0 1
1520252867 97 29 0 0 3 9 5 4 2 2 2 0 1
1520337217 98 29 0 0 3 9 5 4 2 2 2 0 1
1520338642 99 29 0 0 3 9 5 4 2 2 2 0 1
1522394947 100 29 0 0 3 9 5 4 2 2 2 0 1
1526632489 101 29 0 0 3 9 5 4 2 2 2 0 1
1526634613 102 29 0 0 3 9 5 4 2 2 2 0 1
1529395478 103 29 0 0 3 9 5 4 2 2 2 0 1
1529396490 104 29 0 0 3 9 5 4 2 2 2 0 1
1530177069 105 29 0 0 3 9 5 4 2 2 2 0 1
1531302883 105 29 0 1 3 9 5 4 2 2 2 0 1
1531303100 105 29 0 1 4 9 5 4 2 2 2 0 1
1531304273 106 29 0 1 4 9 5 4 2 2 2 0 1
1531305164 107 29 0 1 4 9 5 4 2 2 2 0 1
1536663925 107 29 0 1 5 9 5 4 2 2 2 0 1
1536664100 108 29 0 1 5 9 5 4 2 2 2 0 1
1536665297 109 29 0 1 5 9 5 4 2 2 2 0 1
1537360372 110 29 0 1 5 9 5 4 2 2 2 0 1
1538138946 110 29 0 2 5 9 5 4 2 2 2 0 1
1538291088 110 29 0 3 5 9 5 4 2 2 2 0 1
1538295207 110 29 0 4 5 9 5 4 2 2 2 0 1
1539065998 111 29 0 4 5 9 5 4 2 2 2 0 1
1539348313 111 29 0 5 5 9 5 4 2 2 2 0 1
1539413292 111 29 0 6 5 9 5 4 2 2 2 0 1
1539571607 111 29 0 7 5 9 5 4 2 2 2 0 1
1539574414 111 29 0 8 5 9 5 4 2 2 2 0 1
1539590390 111 29 0 9 5 9 5 4 2 2 2 0 1
1539590633 111 29 0 10 5 9 5 4 2 2 2 0 1
1539610497 111 29 0 11 5 9 5 4 2 2 2 0 1
1539610880 111 29 0 12 5 9 5 4 2 2 2 0 1
1539920591 112 29 0 12 5 9 5 4 2 2 2 0 1
1539920600 113 29 0 12 5 9 5 4 2 2 2 0 1
1539925250 113 29 0 13 5 9 5 4 2 2 2 0 1
1539925667 113 29 0 14 5 9 5 4 2 2 2 0 1
1539928693 113 29 0 14 6 9 5 4 2 2 2 0 1
1539929772 113 29 0 14 7 9 5 4 2 2 2 0 1
1539931694 114 29 0 14 7 9 5 4 2 2 2 0 1
1540260664 114 29 0 15 7 9 5 4 2 2 2 0 1
1540265446 114 29 0 16 7 9 5 4 2 2 2 0 1
1540265606 114 29 0 17 7 9 5 4 2 2 2 0 1
